DateKey,DateInt,MonthName,DayOfWeekName,Year,QuarterOfYear,MonthOfYear,DayOfMonth
2009-07-23 00:00:00.000,20090723,"July","Thursday",2009,3,7,23
2009-07-24 00:00:00.000,20090724,"July","Friday",2009,3,7,24
2009-07-25 00:00:00.000,20090725,"July","Saturday",2009,3,7,25
2009-07-27 00:00:00.000,20090727,"July","Monday",2009,3,7,27
2009-07-28 00:00:00.000,20090728,"July","Tuesday",2009,3,7,28
2009-07-29 00:00:00.000,20090729,"July","Wednesday",2009,3,7,29
2009-07-30 00:00:00.000,20090730,"July","Thursday",2009,3,7,30
2009-07-31 00:00:00.000,20090731,"July","Friday",2009,3,7,31
2010-07-01 00:00:00.000,20100701,"July","Thursday",2010,3,7,1
2010-07-02 00:00:00.000,20100702,"July","Friday",2010,3,7,2
2010-07-03 00:00:00.000,20100703,"July","Saturday",2010,3,7,3
2010-07-05 00:00:00.000,20100705,"July","Monday",2010,3,7,5
2010-07-06 00:00:00.000,20100706,"July","Tuesday",2010,3,7,6
2010-07-07 00:00:00.000,20100707,"July","Wednesday",2010,3,7,7
2010-07-08 00:00:00.000,20100708,"July","Thursday",2010,3,7,8
2010-07-09 00:00:00.000,20100709,"July","Friday",2010,3,7,9
2010-07-10 00:00:00.000,20100710,"July","Saturday",2010,3,7,10
2010-07-12 00:00:00.000,20100712,"July","Monday",2010,3,7,12
2010-07-13 00:00:00.000,20100713,"July","Tuesday",2010,3,7,13
2010-07-14 00:00:00.000,20100714,"July","Wednesday",2010,3,7,14
2010-07-15 00:00:00.000,20100715,"July","Thursday",2010,3,7,15
2010-07-16 00:00:00.000,20100716,"July","Friday",2010,3,7,16
2010-07-17 00:00:00.000,20100717,"July","Saturday",2010,3,7,17
2010-07-19 00:00:00.000,20100719,"July","Monday",2010,3,7,19
2010-07-20 00:00:00.000,20100720,"July","Tuesday",2010,3,7,20
2010-07-21 00:00:00.000,20100721,"July","Wednesday",2010,3,7,21
2010-07-22 00:00:00.000,20100722,"July","Thursday",2010,3,7,22
2010-07-23 00:00:00.000,20100723,"July","Friday",2010,3,7,23
2010-07-24 00:00:00.000,20100724,"July","Saturday",2010,3,7,24
2010-07-26 00:00:00.000,20100726,"July","Monday",2010,3,7,26
2010-07-27 00:00:00.000,20100727,"July","Tuesday",2010,3,7,27
2010-07-28 00:00:00.000,20100728,"July","Wednesday",2010,3,7,28
2010-07-29 00:00:00.000,20100729,"July","Thursday",2010,3,7,29
2010-07-30 00:00:00.000,20100730,"July","Friday",2010,3,7,30
2010-07-31 00:00:00.000,20100731,"July","Saturday",2010,3,7,31
2011-07-01 00:00:00.000,20110701,"July","Friday",2011,3,7,1
2011-07-02 00:00:00.000,20110702,"July","Saturday",2011,3,7,2
2011-07-04 00:00:00.000,20110704,"July","Monday",2011,3,7,4
2011-07-05 00:00:00.000,20110705,"July","Tuesday",2011,3,7,5
2011-07-06 00:00:00.000,20110706,"July","Wednesday",2011,3,7,6
2011-07-07 00:00:00.000,20110707,"July","Thursday",2011,3,7,7
2011-07-08 00:00:00.000,20110708,"July","Friday",2011,3,7,8
2011-07-09 00:00:00.000,20110709,"July","Saturday",2011,3,7,9
2011-07-11 00:00:00.000,20110711,"July","Monday",2011,3,7,11
2011-07-12 00:00:00.000,20110712,"July","Tuesday",2011,3,7,12
2011-07-13 00:00:00.000,20110713,"July","Wednesday",2011,3,7,13
2011-07-14 00:00:00.000,20110714,"July","Thursday",2011,3,7,14
2011-07-15 00:00:00.000,20110715,"July","Friday",2011,3,7,15
2011-07-16 00:00:00.000,20110716,"July","Saturday",2011,3,7,16
2011-07-18 00:00:00.000,20110718,"July","Monday",2011,3,7,18
2011-07-19 00:00:00.000,20110719,"July","Tuesday",2011,3,7,19
2011-07-20 00:00:00.000,20110720,"July","Wednesday",2011,3,7,20
2011-07-21 00:00:00.000,20110721,"July","Thursday",2011,3,7,21
2011-07-22 00:00:00.000,20110722,"July","Friday",2011,3,7,22
2011-07-23 00:00:00.000,20110723,"July","Saturday",2011,3,7,23
2011-07-25 00:00:00.000,20110725,"July","Monday",2011,3,7,25
2011-07-26 00:00:00.000,20110726,"July","Tuesday",2011,3,7,26
2011-07-27 00:00:00.000,20110727,"July","Wednesday",2011,3,7,27
2011-07-28 00:00:00.000,20110728,"July","Thursday",2011,3,7,28
2011-07-29 00:00:00.000,20110729,"July","Friday",2011,3,7,29
2011-07-30 00:00:00.000,20110730,"July","Saturday",2011,3,7,30
2012-07-02 00:00:00.000,20120702,"July","Monday",2012,3,7,2
2012-07-03 00:00:00.000,20120703,"July","Tuesday",2012,3,7,3
2012-07-04 00:00:00.000,20120704,"July","Wednesday",2012,3,7,4
2012-07-05 00:00:00.000,20120705,"July","Thursday",2012,3,7,5
2012-07-06 00:00:00.000,20120706,"July","Friday",2012,3,7,6
2012-07-07 00:00:00.000,20120707,"July","Saturday",2012,3,7,7
2012-07-09 00:00:00.000,20120709,"July","Monday",2012,3,7,9
2012-07-10 00:00:00.000,20120710,"July","Tuesday",2012,3,7,10
2012-07-11 00:00:00.000,20120711,"July","Wednesday",2012,3,7,11
2012-07-12 00:00:00.000,20120712,"July","Thursday",2012,3,7,12
2012-07-13 00:00:00.000,20120713,"July","Friday",2012,3,7,13
2012-07-14 00:00:00.000,20120714,"July","Saturday",2012,3,7,14
2012-07-16 00:00:00.000,20120716,"July","Monday",2012,3,7,16
2012-07-17 00:00:00.000,20120717,"July","Tuesday",2012,3,7,17
2012-07-18 00:00:00.000,20120718,"July","Wednesday",2012,3,7,18
2012-07-19 00:00:00.000,20120719,"July","Thursday",2012,3,7,19
2012-07-20 00:00:00.000,20120720,"July","Friday",2012,3,7,20
2012-07-21 00:00:00.000,20120721,"July","Saturday",2012,3,7,21
2012-07-23 00:00:00.000,20120723,"July","Monday",2012,3,7,23
2012-07-24 00:00:00.000,20120724,"July","Tuesday",2012,3,7,24
2012-07-25 00:00:00.000,20120725,"July","Wednesday",2012,3,7,25
2012-07-26 00:00:00.000,20120726,"July","Thursday",2012,3,7,26
2012-07-27 00:00:00.000,20120727,"July","Friday",2012,3,7,27
2012-07-28 00:00:00.000,20120728,"July","Saturday",2012,3,7,28
2012-07-30 00:00:00.000,20120730,"July","Monday",2012,3,7,30
2012-07-31 00:00:00.000,20120731,"July","Tuesday",2012,3,7,31
2013-07-01 00:00:00.000,20130701,"July","Monday",2013,3,7,1
2013-07-02 00:00:00.000,20130702,"July","Tuesday",2013,3,7,2
2013-07-03 00:00:00.000,20130703,"July","Wednesday",2013,3,7,3
2013-07-04 00:00:00.000,20130704,"July","Thursday",2013,3,7,4
2013-07-05 00:00:00.000,20130705,"July","Friday",2013,3,7,5
2013-07-06 00:00:00.000,20130706,"July","Saturday",2013,3,7,6
2013-07-08 00:00:00.000,20130708,"July","Monday",2013,3,7,8
2013-07-09 00:00:00.000,20130709,"July","Tuesday",2013,3,7,9
2013-07-10 00:00:00.000,20130710,"July","Wednesday",2013,3,7,10
2013-07-11 00:00:00.000,20130711,"July","Thursday",2013,3,7,11
2013-07-12 00:00:00.000,20130712,"July","Friday",2013,3,7,12
2013-07-13 00:00:00.000,20130713,"July","Saturday",2013,3,7,13
2013-07-15 00:00:00.000,20130715,"July","Monday",2013,3,7,15
2013-07-16 00:00:00.000,20130716,"July","Tuesday",2013,3,7,16
2013-07-17 00:00:00.000,20130717,"July","Wednesday",2013,3,7,17
2013-07-18 00:00:00.000,20130718,"July","Thursday",2013,3,7,18
2013-07-19 00:00:00.000,20130719,"July","Friday",2013,3,7,19
2013-07-20 00:00:00.000,20130720,"July","Saturday",2013,3,7,20
2013-07-22 00:00:00.000,20130722,"July","Monday",2013,3,7,22
2013-07-23 00:00:00.000,20130723,"July","Tuesday",2013,3,7,23
2013-07-24 00:00:00.000,20130724,"July","Wednesday",2013,3,7,24
2013-07-25 00:00:00.000,20130725,"July","Thursday",2013,3,7,25
2013-07-26 00:00:00.000,20130726,"July","Friday",2013,3,7,26
2013-07-27 00:00:00.000,20130727,"July","Saturday",2013,3,7,27
2013-07-29 00:00:00.000,20130729,"July","Monday",2013,3,7,29
2013-07-30 00:00:00.000,20130730,"July","Tuesday",2013,3,7,30
2013-07-31 00:00:00.000,20130731,"July","Wednesday",2013,3,7,31
2014-07-01 00:00:00.000,20140701,"July","Tuesday",2014,3,7,1
2014-07-02 00:00:00.000,20140702,"July","Wednesday",2014,3,7,2
2014-07-03 00:00:00.000,20140703,"July","Thursday",2014,3,7,3
2014-07-04 00:00:00.000,20140704,"July","Friday",2014,3,7,4
2014-07-05 00:00:00.000,20140705,"July","Saturday",2014,3,7,5
2014-07-07 00:00:00.000,20140707,"July","Monday",2014,3,7,7
2014-07-08 00:00:00.000,20140708,"July","Tuesday",2014,3,7,8
2014-07-09 00:00:00.000,20140709,"July","Wednesday",2014,3,7,9
2014-07-10 00:00:00.000,20140710,"July","Thursday",2014,3,7,10
2014-07-11 00:00:00.000,20140711,"July","Friday",2014,3,7,11
2014-07-12 00:00:00.000,20140712,"July","Saturday",2014,3,7,12
2014-07-14 00:00:00.000,20140714,"July","Monday",2014,3,7,14
2014-07-15 00:00:00.000,20140715,"July","Tuesday",2014,3,7,15
2014-07-16 00:00:00.000,20140716,"July","Wednesday",2014,3,7,16
2014-07-17 00:00:00.000,20140717,"July","Thursday",2014,3,7,17
2014-07-18 00:00:00.000,20140718,"July","Friday",2014,3,7,18
2014-07-19 00:00:00.000,20140719,"July","Saturday",2014,3,7,19
2014-07-21 00:00:00.000,20140721,"July","Monday",2014,3,7,21
2014-07-22 00:00:00.000,20140722,"July","Tuesday",2014,3,7,22
2014-07-23 00:00:00.000,20140723,"July","Wednesday",2014,3,7,23
2014-07-24 00:00:00.000,20140724,"July","Thursday",2014,3,7,24
2014-07-25 00:00:00.000,20140725,"July","Friday",2014,3,7,25
2014-07-26 00:00:00.000,20140726,"July","Saturday",2014,3,7,26
2014-07-28 00:00:00.000,20140728,"July","Monday",2014,3,7,28
2014-07-29 00:00:00.000,20140729,"July","Tuesday",2014,3,7,29
2014-07-30 00:00:00.000,20140730,"July","Wednesday",2014,3,7,30
2014-07-31 00:00:00.000,20140731,"July","Thursday",2014,3,7,31
2015-07-01 00:00:00.000,20150701,"July","Wednesday",2015,3,7,1
2015-07-02 00:00:00.000,20150702,"July","Thursday",2015,3,7,2
2015-07-03 00:00:00.000,20150703,"July","Friday",2015,3,7,3
2015-07-04 00:00:00.000,20150704,"July","Saturday",2015,3,7,4
2015-07-06 00:00:00.000,20150706,"July","Monday",2015,3,7,6
2015-07-07 00:00:00.000,20150707,"July","Tuesday",2015,3,7,7
2015-07-08 00:00:00.000,20150708,"July","Wednesday",2015,3,7,8
2015-07-09 00:00:00.000,20150709,"July","Thursday",2015,3,7,9
2015-07-10 00:00:00.000,20150710,"July","Friday",2015,3,7,10
2015-07-11 00:00:00.000,20150711,"July","Saturday",2015,3,7,11
2015-07-13 00:00:00.000,20150713,"July","Monday",2015,3,7,13
2015-07-14 00:00:00.000,20150714,"July","Tuesday",2015,3,7,14
2015-07-15 00:00:00.000,20150715,"July","Wednesday",2015,3,7,15
2015-07-16 00:00:00.000,20150716,"July","Thursday",2015,3,7,16
2015-07-17 00:00:00.000,20150717,"July","Friday",2015,3,7,17
2015-07-18 00:00:00.000,20150718,"July","Saturday",2015,3,7,18
2015-07-20 00:00:00.000,20150720,"July","Monday",2015,3,7,20
2015-07-21 00:00:00.000,20150721,"July","Tuesday",2015,3,7,21
2015-07-22 00:00:00.000,20150722,"July","Wednesday",2015,3,7,22
2015-07-23 00:00:00.000,20150723,"July","Thursday",2015,3,7,23
2015-07-24 00:00:00.000,20150724,"July","Friday",2015,3,7,24
2015-07-25 00:00:00.000,20150725,"July","Saturday",2015,3,7,25
2015-07-27 00:00:00.000,20150727,"July","Monday",2015,3,7,27
2015-07-28 00:00:00.000,20150728,"July","Tuesday",2015,3,7,28
2015-07-29 00:00:00.000,20150729,"July","Wednesday",2015,3,7,29
2015-07-30 00:00:00.000,20150730,"July","Thursday",2015,3,7,30
2015-07-31 00:00:00.000,20150731,"July","Friday",2015,3,7,31
2016-07-01 00:00:00.000,20160701,"July","Friday",2016,3,7,1
2016-07-02 00:00:00.000,20160702,"July","Saturday",2016,3,7,2
2016-07-04 00:00:00.000,20160704,"July","Monday",2016,3,7,4
2016-07-05 00:00:00.000,20160705,"July","Tuesday",2016,3,7,5
2016-07-06 00:00:00.000,20160706,"July","Wednesday",2016,3,7,6
2016-07-07 00:00:00.000,20160707,"July","Thursday",2016,3,7,7
2016-07-08 00:00:00.000,20160708,"July","Friday",2016,3,7,8
2016-07-09 00:00:00.000,20160709,"July","Saturday",2016,3,7,9
2016-07-11 00:00:00.000,20160711,"July","Monday",2016,3,7,11
2016-07-12 00:00:00.000,20160712,"July","Tuesday",2016,3,7,12
2016-07-13 00:00:00.000,20160713,"July","Wednesday",2016,3,7,13
2016-07-14 00:00:00.000,20160714,"July","Thursday",2016,3,7,14
2016-07-15 00:00:00.000,20160715,"July","Friday",2016,3,7,15
2016-07-16 00:00:00.000,20160716,"July","Saturday",2016,3,7,16
2016-07-18 00:00:00.000,20160718,"July","Monday",2016,3,7,18
2016-07-19 00:00:00.000,20160719,"July","Tuesday",2016,3,7,19
2016-07-20 00:00:00.000,20160720,"July","Wednesday",2016,3,7,20
2016-07-21 00:00:00.000,20160721,"July","Thursday",2016,3,7,21
2016-07-22 00:00:00.000,20160722,"July","Friday",2016,3,7,22
2016-07-23 00:00:00.000,20160723,"July","Saturday",2016,3,7,23
2016-07-25 00:00:00.000,20160725,"July","Monday",2016,3,7,25
2016-07-26 00:00:00.000,20160726,"July","Tuesday",2016,3,7,26
2016-07-27 00:00:00.000,20160727,"July","Wednesday",2016,3,7,27
2016-07-28 00:00:00.000,20160728,"July","Thursday",2016,3,7,28
2016-07-29 00:00:00.000,20160729,"July","Friday",2016,3,7,29
2016-07-30 00:00:00.000,20160730,"July","Saturday",2016,3,7,30
2017-07-01 00:00:00.000,20170701,"July","Saturday",2017,3,7,1
2017-07-03 00:00:00.000,20170703,"July","Monday",2017,3,7,3
2017-07-04 00:00:00.000,20170704,"July","Tuesday",2017,3,7,4
